cycle	EX_14glucan_e	EX_23camp_e	EX_23ccmp_e	EX_23cgmp_e	EX_23cump_e	EX_23dhbzs3_e	EX_25dkglcn_e	EX_2ameph_e	EX_2hxmp_e	EX_2m35mdntha_e	EX_2pg_e	EX_2pglyc_e	EX_35dnta_e	EX_3amp_e	EX_3cmp_e	EX_3pg_e	EX_3ump_e	EX_4abut_e	EX_4ahmmp_e	EX_4hba_e	EX_5dglcn_e	EX_Lcyst_e	EX_abt__L_e	EX_ac_e	EX_acac_e	EX_acald_e	EX_acgam_e	EX_acmana_e	EX_acnam_e	EX_actn__R_e	EX_akg_e	EX_ala_B_e	EX_ala_L_asp__L_e	EX_ala_L_glu__L_e	EX_ala_L_thr__L_e	EX_ala__D_e	EX_ala__L_e	EX_ala_gln_e	EX_ala_his_e	EX_ala_leu_e	EX_alagly_e	EX_alahis_e	EX_alaleu_e	EX_alathr_e	EX_alatrp_e	EX_amp_e	EX_arbt_e	EX_arg__L_e	EX_asn__L_e	EX_aso3_e	EX_aso4_e	EX_asp__D_e	EX_asp__L_e	EX_bhb_e	EX_btn_e	EX_but_e	EX_buts_e	EX_bz_e	EX_ca2_e	EX_cd2_e	EX_cell4_e	EX_cellb_e	EX_cgly_e	EX_chol_e	EX_cit_e	EX_cl_e	EX_cmcbtt_e	EX_cmp_e	EX_co2_e	EX_co_e	EX_cobalt2_e	EX_cu2_e	EX_cys__L_e	EX_cytd_e	EX_dad_2_e	EX_damp_e	EX_dcmp_e	EX_dcyt_e	EX_dextrin_e	EX_dgsn_e	EX_din_e	EX_drib_e	EX_dtmp_e	EX_dump_e	EX_duri_e	EX_eths_e	EX_etoh_e	EX_fcmcbtt_e	EX_fe2_e	EX_fe3_e	EX_fe3dcit_e	EX_fe3pyovd_kt_e	EX_fol_e	EX_for_e	EX_fru_e	EX_fum_e	EX_g3pc_e	EX_g3pg_e	EX_g3pi_e	EX_g3ps_e	EX_gal_bD_e	EX_galman4_e	EX_galman6_e	EX_galt_e	EX_galur_e	EX_gam_e	EX_glc__D_e	EX_glc__aD_e	EX_glcman4_e	EX_glcman6_e	EX_glcn__D_e	EX_glcn_e	EX_glcur_e	EX_gln__L_e	EX_glu__L_e	EX_glutar_e	EX_gly_asn__L_e	EX_gly_asp__L_e	EX_gly_cys_e	EX_gly_e	EX_gly_gln_e	EX_gly_glu__L_e	EX_gly_leu_e	EX_gly_met_e	EX_gly_phe_e	EX_gly_pro__L_e	EX_gly_tyr_e	EX_glyald_e	EX_glyb_e	EX_glyc3p_e	EX_glyc_e	EX_glyclt_e	EX_glygln_e	EX_glyglu_e	EX_glygly_e	EX_glyglygln_e	EX_glymet_e	EX_glyphe_e	EX_glyser_e	EX_gmp_e	EX_gthox_e	EX_gthrd_e	EX_gua_e	EX_h2_e	EX_h2o2_e	EX_h2o_e	EX_h2s_e	EX_h_e	EX_ham_e	EX_hco3_e	EX_hexs_e	EX_his__L_e	EX_hisgly_e	EX_hishis_e	EX_hqn_e	EX_hxa_e	EX_hxan_e	EX_ile__L_e	EX_imp_e	EX_inost_e	EX_ins_e	EX_istfrnA_e	EX_istfrnB_e	EX_istnt_e	EX_k_e	EX_lac__D_e	EX_lac__L_e	EX_leu__L_e	EX_leuleu_e	EX_lipoate_e	EX_lys__L_e	EX_lysglugly_e	EX_mal__L_e	EX_malt_e	EX_malthx_e	EX_malttr_e	EX_man_e	EX_meoh_e	EX_met_L_ala__L_e	EX_met__D_e	EX_met__L_e	EX_metox__R_e	EX_metox_e	EX_metsox_R__L_e	EX_metsox_S__L_e	EX_mg2_e	EX_mn2_e	EX_mnl_e	EX_mobd_e	EX_mso3_e	EX_n2_e	EX_na1_e	EX_nac_e	EX_nh4_e	EX_ni2_e	EX_no2_e	EX_no3_e	EX_o2_e	EX_orn__L_e	EX_orn_e	EX_oxa_e	EX_pea_e	EX_pep_e	EX_phe__L_e	EX_pheme_e	EX_pi_e	EX_pime_e	EX_pnto__R_e	EX_ppi_e	EX_pro__L_e	EX_progly_e	EX_prohisglu_e	EX_ptrc_e	EX_pyovd_kt_e	EX_rib__D_e	EX_ribflv_e	EX_s_e	EX_salcn_e	EX_ser__D_e	EX_ser__L_e	EX_serglugly_e	EX_so3_e	EX_so4_e	EX_spmd_e	EX_stfrnA_e	EX_stfrnB_e	EX_succ_e	EX_sucr_e	EX_sula_e	EX_taur_e	EX_thm_e	EX_thr__L_e	EX_thymd_e	EX_tnt_e	EX_tre_e	EX_trp__L_e	EX_tsul_e	EX_tyr__L_e	EX_udcpdp_e	EX_udcpp_e	EX_ump_e	EX_ura_e	EX_urea_e	EX_uri_e	EX_val__L_e	EX_xan_e	EX_xyl__D_e	EX_zn2_e
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21955331847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11911239643	-0.0050153685643	0.0	0.0	0.0	-0.1927992748	0.0	0.0	0.0	0.0	0.0	-0.00010829476002	0.0	0.0	0.0	0.0	0.0	0.0	-0.00010829476002	0.0	0.0	3.5502541482	0.27950414253	-2.0805909706e-06	-1.4751389982e-05	-0.0019173894115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00030216422667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0045595512583	0.0	0.0	0.0	0.0	0.0	-0.14010441528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0093111647325	0.0	0.0	-6.9518105666	0.01290605869	3.1261980718	0.0	0.0	0.0	-1.1542997692	0.0	0.0	0.0	0.0	0.0	-0.0060447201415	0.0	0.0	0.0	0.0	0.0	0.0	-0.0040611679333	0.0	1.6801270463	-0.009373707305	0.0	0.0	-0.0071397767807	0.0	0.0	0.0	0.0	0.0	-0.042191909799	0.0	0.0	0.0	-0.003202216757	0.0	0.0	0.0	0.0	-0.00018049126675	-1.4376883655e-05	0.0	0.0	0.0	0.0	-9.3675067703e-17	-4.7395860975e-05	4.2739141371	0.0	0.0	0.0	-0.57196705893	0.0	0.10835892442	0.0	0.0	0.0	-0.003854606862	0.0	-0.020516561896	0.0	-1.1984200455e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09425686515	0.0	0.0	-0.012996314727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.6397178645e-06	-0.0052781888157	0.0	0.0	0.0	-0.0011826703254	0.0	-0.002869051725	0.0	0.0	0.0	-0.0068824909013	0.0	0.0	-0.0088042703629	0.0	0.0	-7.0948152099e-06
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21955331147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11911239255	-0.0050153684133	0.0	0.0	0.0	-0.19279926862	0.0	0.0	0.0	0.0	0.0	-0.00010829475676	0.0	0.0	0.0	0.0	0.0	0.0	-0.00010829475676	0.0	0.0	3.5502540412	0.27950413498	-2.080590908e-06	-1.4751389538e-05	-0.0019173893538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00030216421757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0045595511065	0.0	0.0	0.0	0.0	0.0	-0.14010441074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0093111644522	0.0	0.0	-6.9518103584	0.012906058261	3.1261979799	0.0	0.0	0.0	-1.154299735	0.0	0.0	0.0	0.0	0.0	-0.0060447199595	0.0	0.0	0.0	0.0	0.0	0.0	-0.0040611678111	0.0	1.6801269949	-0.0093737070228	0.0	0.0	-0.0071397765658	0.0	0.0	0.0	0.0	0.0	-0.042191908405	0.0	0.0	0.0	-0.0032022166606	0.0	0.0	0.0	0.0	-0.00018049126129	-1.43768832e-05	0.0	0.0	0.0	0.0	-1.0408340856e-16	-4.739585961e-05	4.2739140081	0.0	0.0	0.0	-0.57196704198	0.0	0.10835892086	0.0	0.0	0.0	-0.0038546067459	0.0	-0.020516561277	0.0	-1.19842e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.094256862067	0.0	0.0	-0.012996314294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.6397177248e-06	-0.0052781886568	0.0	0.0	0.0	-0.0011826702898	0.0	-0.0028690516387	0.0	0.0	0.0	-0.0068824906942	0.0	0.0	-0.0088042700979	0.0	0.0	-7.0948149963e-06
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21955330445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11911238867	-0.005015368262	0.0	0.0	0.0	-0.19279926243	0.0	0.0	0.0	0.0	0.0	-0.00010829475349	0.0	0.0	0.0	0.0	0.0	0.0	-0.00010829475349	0.0	0.0	3.5502539341	0.27950412742	-2.0805908452e-06	-1.4751389093e-05	-0.0019173892959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00030216420845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0045595509543	0.0	0.0	0.0	0.0	0.0	-0.14010440619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0093111641713	0.0	0.0	-6.9518101497	0.012906057831	3.1261978879	0.0	0.0	0.0	-1.1542997007	0.0	0.0	0.0	0.0	0.0	-0.0060447197772	0.0	0.0	0.0	0.0	0.0	0.0	-0.0040611676886	0.0	1.6801269433	-0.0093737067401	0.0	0.0	-0.0071397763504	0.0	0.0	0.0	0.0	0.0	-0.042191907007	0.0	0.0	0.0	-0.003202216564	0.0	0.0	0.0	0.0	-0.00018049125583	-1.4376882746e-05	0.0	0.0	0.0	0.0	-1.0408340856e-17	-4.739585836e-05	4.2739138789	0.0	0.0	0.0	-0.571967025	0.0	0.1083589173	0.0	0.0	0.0	-0.0038546066296	0.0	-0.020516560659	0.0	-1.1984199659e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.094256858978	0.0	0.0	-0.012996313861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.6397175849e-06	-0.0052781884976	0.0	0.0	0.0	-0.0011826702542	0.0	-0.0028690515521	0.0	0.0	0.0	-0.0068824904866	0.0	0.0	-0.0088042698323	0.0	0.0	-7.0948147823e-06
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.023258633066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11911238478	0.0	0.0	0.0	1.1317296241	0.0	0.0	0.0	0.0	0.0	0.0	-0.00010829475022	0.0	0.0	0.0	0.0	0.0	0.0	-0.00010829475022	0.0	0.0	0.35543307446	1.3917979437	-2.0805907824e-06	-1.4751388647e-05	-0.0019173892382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00030216419932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0045595508019	-0.42932395666	0.0	0.0	0.0	0.0	-0.14010440163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0093111638895	0.0	0.0	-1.9440485627	0.0129060574	3.2849790445	0.0	0.0	0.0	-0.40131698645	0.0	0.0	0.0	0.0	0.0	-0.0060447195945	0.0	0.0	0.0	0.0	0.0	0.0	-0.0040611675658	0.0	0.060031122902	-0.0093737064568	0.0	0.0	-0.0071397761346	0.0	0.0	0.0	0.0	0.0	-0.042191905607	0.0	0.0	0.0	-0.0032022164672	0.0	0.0	0.0	0.0	-0.00018049125038	-1.4376882291e-05	0.0	0.0	0.0	0.0	6.9388939039e-18	-4.7395856541e-05	1.2511961774	0.0	0.0	0.0	-0.57196700799	0.0	-1.0858447589e-08	0.0	0.0	0.0	-0.0038546065131	0.0	-0.020516560036	0.0	-1.1984199546e-05	0.0	-0.21529979866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.012996313428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.6397174446e-06	-0.005278188338	0.0	0.0	0.0	-0.0011826702184	0.0	-0.0028690514654	0.0	0.0	0.0	-0.0068824902785	0.0	0.0	-0.0088042695666	0.0	0.0	-7.0948145678e-06
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21955329668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11911238088	-0.0050153679585	0.0	0.0	-3.796025944e-08	-0.19279925622	0.0	0.0	0.0	0.0	0.0	-0.00010829474694	0.0	0.0	0.0	0.0	0.0	0.0	-0.00010829474694	0.0	0.0	3.5502537869	0.2795040886	-2.0805907193e-06	-1.47513882e-05	-0.0019173891799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00030216419017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0045595506491	0.0	0.0	0.0	0.0	0.0	-0.14010439706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0093111636083	0.0	0.0	-6.9518098053	0.012906056968	3.1261977	0.0	0.0	0.0	-1.154299632	0.0	0.0	0.0	0.0	0.0	-0.0060447194114	0.0	0.0	0.0	0.0	0.0	0.0	-0.0040611674428	0.0	1.6801268934	-0.0093737061728	0.0	0.0	-0.0071397759184	0.0	0.0	0.0	0.0	0.0	-0.042191904204	0.0	0.0	0.0	-0.0032022163702	0.0	0.0	0.0	0.0	-0.00018049124492	-1.4376881836e-05	0.0	0.0	0.0	0.0	-1.5265566589e-16	-4.7395854494e-05	4.2739136733	0.0	0.0	0.0	-0.57196699093	0.0	0.10835891016	0.0	0.0	0.0	-0.0038546063964	0.0	-0.02051655942	0.0	-1.1984198977e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.094256855882	0.0	0.0	-0.012996312993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.6397173041e-06	-0.0052781881782	0.0	0.0	0.0	-0.0011826701826	0.0	-0.0028690513785	0.0	0.0	0.0	-0.00688249007	0.0	0.0	-0.0088042692995	0.0	0.0	-7.0948143529e-06
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21955328962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11911237697	-0.0050153678063	0.0	0.0	-3.7960258164e-08	-0.19279924999	0.0	0.0	0.0	0.0	0.0	-0.00010829474365	0.0	0.0	0.0	0.0	0.0	0.0	-0.00010829474365	0.0	0.0	3.5502536791	0.27950408099	-2.0805906562e-06	-1.4751387752e-05	-0.0019173891217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.000302164181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0045595504959	0.0	0.0	0.0	0.0	0.0	-0.14010439248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0093111633253	0.0	0.0	-6.9518095954	0.012906056535	3.1261976074	0.0	0.0	0.0	-1.1542995975	0.0	0.0	0.0	0.0	0.0	-0.0060447192279	0.0	0.0	0.0	0.0	0.0	0.0	-0.0040611673195	0.0	1.6801268415	-0.0093737058883	0.0	0.0	-0.0071397757017	0.0	0.0	0.0	0.0	0.0	-0.042191902798	0.0	0.0	0.0	-0.003202216273	0.0	0.0	0.0	0.0	-0.00018049123946	-1.4376881381e-05	0.0	0.0	0.0	0.0	-4.1633363423e-17	-4.7395853358e-05	4.2739135433	0.0	0.0	0.0	-0.57196697384	0.0	0.10835890658	0.0	0.0	0.0	-0.0038546062794	0.0	-0.020516558796	0.0	-1.1984198636e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.094256852774	0.0	0.0	-0.012996312557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.6397171633e-06	-0.005278188018	0.0	0.0	0.0	-0.0011826701467	0.0	-0.0028690512914	0.0	0.0	0.0	-0.0068824898612	0.0	0.0	-0.0088042690323	0.0	0.0	-7.0948141376e-06
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21955328255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11911237305	-0.0050153676537	0.0	0.0	-3.7960256885e-08	-0.19279924374	0.0	0.0	0.0	0.0	0.0	-0.00010829474036	0.0	0.0	0.0	0.0	0.0	0.0	-0.00010829474036	0.0	0.0	3.550253571	0.27950407337	-2.0805905929e-06	-1.4751387304e-05	-0.0019173890634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00030216417181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0045595503425	0.0	0.0	0.0	0.0	0.0	-0.1401043879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0093111630417	0.0	0.0	-6.951809385	0.012906056101	3.1261975145	0.0	0.0	0.0	-1.1542995629	0.0	0.0	0.0	0.0	0.0	-0.0060447190441	0.0	0.0	0.0	0.0	0.0	0.0	-0.004061167196	0.0	1.6801267895	-0.0093737056032	0.0	0.0	-0.0071397754845	0.0	0.0	0.0	0.0	0.0	-0.042191901388	0.0	0.0	0.0	-0.0032022161756	0.0	0.0	0.0	0.0	-0.00018049123389	-1.437688104e-05	0.0	0.0	0.0	0.0	-8.6736173799e-17	-4.7395852107e-05	4.273913413	0.0	0.0	0.0	-0.57196695672	0.0	0.10835890299	0.0	0.0	0.0	-0.0038546061622	0.0	-0.02051655817	0.0	-1.1984198295e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.094256849658	0.0	0.0	-0.012996312121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.6397170222e-06	-0.0052781878574	0.0	0.0	0.0	-0.0011826701107	0.0	-0.0028690512042	0.0	0.0	0.0	-0.0068824896519	0.0	0.0	-0.0088042687645	0.0	0.0	-7.0948139218e-06
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21955327546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11911236913	-0.0050153675009	0.0	0.0	-3.7960255604e-08	-0.19279923748	0.0	0.0	0.0	0.0	0.0	-0.00010829473706	0.0	0.0	0.0	0.0	0.0	0.0	-0.00010829473706	0.0	0.0	3.5502534628	0.27950406573	-2.0805905295e-06	-1.4751386854e-05	-0.001917389005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0003021641626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0045595501888	0.0	0.0	0.0	0.0	0.0	-0.1401043833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0093111627572	0.0	0.0	-6.9518091742	0.012906055666	3.1261974215	0.0	0.0	0.0	-1.1542995283	0.0	0.0	0.0	0.0	0.0	-0.0060447188599	0.0	0.0	0.0	0.0	0.0	0.0	-0.0040611670722	0.0	1.6801267374	-0.0093737053176	0.0	0.0	-0.0071397752669	0.0	0.0	0.0	0.0	0.0	-0.042191899976	0.0	0.0	0.0	-0.0032022160781	0.0	0.0	0.0	0.0	-0.00018049122843	-1.4376880586e-05	0.0	0.0	0.0	0.0	-1.1102230245999999e-16	-4.7395850174e-05	4.2739132824	0.0	0.0	0.0	-0.57196693956	0.0	0.10835889939	0.0	0.0	0.0	-0.0038546060447	0.0	-0.020516557545	0.0	-1.198419784e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.094256846537	0.0	0.0	-0.012996311683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.6397168808e-06	-0.0052781876966	0.0	0.0	0.0	-0.0011826700747	0.0	-0.0028690511167	0.0	0.0	0.0	-0.0068824894421	0.0	0.0	-0.0088042684962	0.0	0.0	-7.0948137056e-06
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02325862953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11911236519	0.0	0.0	0.0	1.1317294548	0.0	0.0	0.0	0.0	0.0	0.0	-0.00010829473375	0.0	0.0	0.0	0.0	0.0	0.0	-0.00010829473375	0.0	0.0	0.35543288309	1.3917977815	-2.0805904659e-06	-1.4751386403e-05	-0.0019173889464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00030216415336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0045595500347	-0.42932394347	0.0	0.0	0.0	0.0	-0.14010437869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.009311162475	0.0	0.0	-1.9440479422	0.01290605523	3.284978568	0.0	0.0	0.0	-0.40131683714	0.0	0.0	0.0	0.0	0.0	-0.0060447186752	0.0	0.0	0.0	0.0	0.0	0.0	-0.0040611669481	0.0	0.060031111697	-0.0093737050311	0.0	0.0	-0.0071397750487	0.0	0.0	0.0	0.0	0.0	-0.042191898561	0.0	0.0	0.0	-0.0032022159802	0.0	0.0	0.0	0.0	-0.00018049122286	-1.4376880131e-05	0.0	0.0	0.0	0.0	6.9388939039e-18	-4.7395850743e-05	1.251195819	0.0	0.0	0.0	-0.57196692236	0.0	-2.5472439872e-08	0.0	0.0	0.0	-0.0038546059269	0.0	-0.020516556921	0.0	-1.1984197499e-05	0.0	-0.21529979175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.012996311245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.639716739e-06	-0.0052781875353	0.0	0.0	0.0	-0.0011826700385	0.0	-0.002869051029	0.0	0.0	0.0	-0.0068824892317	0.0	0.0	-0.0088042682276	0.0	0.0	-7.0948134888e-06
