0	1E-8
1	1.002080591E-8
2	1.0041655107E-8
3	1.0062547683E-8
4	1.0083483727E-8
5	1.010446333E-8
6	1.0125486582E-8
7	1.0146553574E-8
8	1.0167664397E-8
9	1.0188819143E-8
10	1.0210017902E-8
11	1.0231260767E-8
12	1.0252547828E-8
13	1.0273879179E-8
14	1.0295254911E-8
15	1.0316675116E-8
16	1.0338139887E-8
17	1.0359649317E-8
18	1.0381203499E-8
19	1.0402802525E-8
20	1.042444649E-8
21	1.0446135485E-8
22	1.0467869607E-8
23	1.0489648947E-8
24	1.05114736E-8
25	1.0533343661E-8
26	1.0555259224E-8
27	1.0577220383E-8
28	1.0599227234E-8
29	1.0621279872E-8
30	1.0643378391E-8
31	1.0665522887E-8
32	1.0687713456E-8
33	1.0709950194E-8
34	1.0732233197E-8
35	1.0754562561E-8
36	1.0776938382E-8
37	1.0799360758E-8
38	1.0821829784E-8
39	1.0844345559E-8
40	1.0866908179E-8
41	1.0889517741E-8
42	1.0912174344E-8
43	1.0934878086E-8
44	1.0957629064E-8
45	1.0980427376E-8
46	1.1003273122E-8
47	1.1026166399E-8
48	1.1049107308E-8
49	1.1072095946E-8
50	1.1095132413E-8
51	1.1118216808E-8
52	1.1141349232E-8
53	1.1164529785E-8
54	1.1187758566E-8
55	1.1211035675E-8
56	1.1234361214E-8
57	1.1257735283E-8
58	1.1281157982E-8
59	1.1304629414E-8
60	1.132814968E-8
61	1.135171888E-8
62	1.1375337118E-8
63	1.1399004495E-8
64	1.1422721112E-8
65	1.1446487074E-8
66	1.1470302482E-8
67	1.1494167439E-8
68	1.1518082048E-8
69	1.1542046413E-8
70	1.1566060637E-8
71	1.1590124824E-8
72	1.1614239077E-8
73	1.1638403502E-8
74	1.1662618202E-8
75	1.1686883281E-8
76	1.1711198846E-8
77	1.1735565E-8
78	1.1759981849E-8
79	1.1784449499E-8
80	1.1808968055E-8
81	1.1833537623E-8
82	1.1858158309E-8
83	1.188283022E-8
84	1.1907553462E-8
85	1.1932328142E-8
86	1.1957154367E-8
